#live:98814.72,real,99302.14,date:13/11/2019
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,317
50,5565
51,6784
52,6766
53,6876
54,6779
55,6797
56,6552
57,6442
58,6735
59,6594
60,6558
61,6519
62,6504
63,6432
64,6389
65,6373
66,6190
67,6257
68,6145
69,6206
70,6202
71,6111
72,6175
73,6112
74,6024
75,6167
76,5875
77,5945
78,5934
79,5950
80,5950
81,5942
82,5865
83,5780
84,5854
85,5955
86,5625
87,5745
88,5748
89,5716
90,5596
91,5511
92,5643
93,5581
94,5663
95,5624
96,5551
97,5414
98,5477
99,5409
100,5336
101,5471
102,5347
103,5437
104,5382
105,5204
106,5355
107,5322
108,5312
109,5313
110,5300
111,5287
112,5313
113,5099
114,5081
115,5141
116,5257
117,5106
118,5150
119,5031
120,4981
121,5062
122,5047
123,5155
124,4976
125,4988
126,4975
127,4899
128,4963
129,4814
130,4894
131,4904
132,4858
133,4824
134,4877
135,4818
136,4810
137,4816
138,4804
139,4899
140,4716
141,4795
142,4780
143,4825
144,4747
145,4642
146,4679
147,4650
148,4712
149,4664
150,4738
151,4584
152,4730
153,4643
154,4764
155,4710
156,4539
157,4643
158,4688
159,4624
160,4491
161,4596
162,4673
163,4424
164,4404
165,4524
166,4434
167,4571
168,4509
169,4485
170,4433
171,4488
172,4401
173,4429
174,4438
175,4361
176,4359
177,4456
178,4423
179,4303
180,4394
181,4365
182,4324
183,4311
184,4362
185,4180
186,4334
187,4330
188,4179
189,4317
190,4100
191,4201
192,4204
193,4214
194,4310
195,4127
196,4176
197,4397
198,4201
199,4261
200,4233
201,4227
202,4274
203,4248
204,4171
205,4136
206,4247
207,4204
208,4198
209,4230
210,4235
211,4311
212,4136
213,4219
214,4322
215,4189
216,4267
217,4371
218,4206
219,4212
220,4174
221,4239
222,4267
223,4288
224,4409
225,4215
226,4195
227,4380
228,4359
229,4396
230,4439
231,4494
232,4444
233,4837
234,4776
235,4774
236,4517
237,4531
238,4671
239,4543
240,4418
241,4471
242,4475
243,4643
244,4416
245,4679
246,4703
247,4649
248,4735
249,4779
250,4680
251,4669
252,4768
253,4803
254,4868
255,4762
256,4909
257,4910
258,5002
259,4911
260,4904
261,4952
262,4918
263,4934
264,5050
265,5129
266,5216
267,5213
268,5275
269,5276
270,5289
271,5329
272,5319
273,5387
274,5477
275,5448
276,5432
277,5535
278,5735
279,5655
280,5625
281,5605
282,5751
283,5722
284,5881
285,5781
286,5735
287,5786
288,5969
289,5912
290,6149
291,5977
292,6153
293,6132
294,6324
295,6204
296,6385
297,6401
298,6516
299,6401
300,6357
301,6572
302,6634
303,6462
304,6614
305,6670
306,6667
307,6802
308,6811
309,6983
310,7006
311,6999
312,6853
313,6999
314,6914
315,7225
316,7205
317,7397
318,7672
319,7613
320,7693
321,7563
322,7499
323,7408
324,7507
325,7407
326,7523
327,7708
328,7751
329,7753
330,7598
331,7841
332,7784
333,7923
334,7826
335,7854
336,7925
337,7936
338,8072
339,8257
340,8096
341,8172
342,8271
343,8238
344,8542
345,8545
346,8408
347,8465
348,8445
349,8472
350,8502
351,8375
352,8653
353,8826
354,8580
355,8794
356,8806
357,8725
358,8759
359,9036
360,8905
361,8993
362,8912
363,9549
364,10380
365,12033
366,13732
367,14822
368,14103
369,12367
370,10681
371,9816
372,9663
373,9696
374,10426
375,12048
376,15241
377,18950
378,20636
379,18674
380,15006
381,11739
382,9905
383,9354
384,9437
385,9347
386,9634
387,10266
388,10934
389,11266
390,10675
391,10298
392,9621
393,9153
394,9129
395,9133
396,9207
397,9214
398,9221
399,9451
400,9242
401,9363
402,9374
403,9427
404,9307
405,9464
406,9494
407,9510
408,9461
409,9630
410,9410
411,9505
412,9518
413,9489
414,9475
415,9640
416,9475
417,9609
418,9579
419,9707
420,9770
421,9900
422,9993
423,10354
424,11016
425,11708
426,12672
427,13298
428,13580
429,12838
430,11861
431,10946
